ID,Date,Rank,Link,Watchface Name,Watchface Thumbnail,IsUnique,UI Style,"Graphical decoration(logo,background,screen border,container,divider,logo,design(=foreground graphic))",Color Hue (Color except balck white grey),Animation,Data Types,displayForm,Data+Display,OnlyIcon,"Watch type (Analog, Digital,Hybrid)",Sport tagged?,Number of data types,formFactor
163,2022-10-09,59,https://www.facer.io/watchface/ju0EBH0xtF?watchModel=applewatchultragreen,MOD-474 Californian,,yes,semi-flat,container;,1,no;,time;date;day;watch battery;,text;,watch battery=text;,none;,analog,no;,1,apple
164,2022-10-09,63,https://www.facer.io/watchface/bSEL9tZAJK?watchModel=applewatch7black,GRIM,,yes,flat,design;,1,no;,time;day;,none,none;,none;,digital,no;,0,apple
165,2022-10-09,65,https://www.facer.io/watchface/iqR89aqhMB?watchModel=applewatchseries8midnight,MOD-471 Elegant Compass,,yes,skeuomorphism,container;logo;,2,no;,time;date;day;temperature;wind direction;,chart+text;chart+text;,temperature=chart+text;wind direction=chart+text;,none;,analog,no;,2,apple
166,2022-10-09,70,https://www.facer.io/watchface/w1tBiSQagP?watchModel=applewatchultragreen,MOD-440 Metro,,yes,semi-flat,container;,2,no;,time;date;day;watch battery;steps;heart rate;weather;temperature;,chart+text;icon+text;text;icon;text;,watch battery=chart+text;steps=icon+text;heart rate=text;weather=icon;temperature=text;,weather;,analog,no;,5,apple
167,2022-10-09,71,https://www.facer.io/watchface/QOtAx1rxmd?watchModel=applewatchultragreen,MOD-459 Active Californian,,yes,semi-flat,container;,2,no;,time;steps;calories;exercise time;standing time;,text;text;text;text;,steps=text;calories=text;exercise time=text;standing time=text;,none;,analog,no;,4,apple
168,2022-10-09,72,https://www.facer.io/watchface/DAJ8259JHC?watchModel=applewatchseries8midnight,MOD-469 Dark Weather,,yes,semi-flat,logo;,1,no;,time;date;watch battery;weather;temperature;,chart+text;icon;text;,watch battery=chart+text;weather=icon;temperature=text;,weather;,analog,no;,3,apple
169,2022-10-09,84,https://www.facer.io/watchface/NLCJGRQVkV?watchModel=applewatchseries8silver,Blue Moon ,,yes,flat,background;,2,no;,time;date;day;temperature;heart rate;move value;distance;steps;,text;text;text;text;text;,temperature=text;heart rate=text;move value=text;distance=text;steps=text;,none;,digital,no;,5,apple
170,2022-10-09,89,https://www.facer.io/watchface/doDiYGEXHR?watchModel=applewatchseries8starlight,TMJ Low,,yes,semi-flat,background;,2,no;,time;date;day;,none,none;,none;,digital,no;,0,apple
171,2022-10-09,90,https://www.facer.io/watchface/YuDv4Rr0b5?watchModel=applewatchseries8silver,MOD-475 Active Weather,,yes,skeuomorphism,container;,1,no;,time;date;day;steps;calories;exercise time;standing time;weather;temperature;watch battery;,text;text;text;text;icon;text;chart+text;,steps=text;calories=text;exercise time=text;standing time=text;weather=icon;temperature=text;watch battery=chart+text;,weather;,analog,no;,7,apple
172,2022-10-09,93,https://www.facer.io/watchface/gLS9CwNzue?watchModel=applewatch4sportwhite,VSA FFF,,yes,semi-flat,container;,5,no;,time;date;move value;exercise time;standing time;steps;watch battery;weather;temperature;,text;text;text;icon+text;chart+text;icon;text;,move value=text;exercise time=text;standing time=text;steps=icon+text;watch battery=chart+text;weather=icon;temperature=text;,none;,analog,yes;,7,apple
173,2022-10-09,97,https://www.facer.io/watchface/UiDo6cuYok?watchModel=applewatch7black,GHOST,,yes,semi-flat,design;,1,no;,time;day;,none,none;,none;,digital,no;,0,apple
174,2022-10-09,100,https://www.facer.io/watchface/maseJDtc48?watchModel=applewatchultragreen,RZ Kitty,,yes,semi-flat,background;,3,no;,time;date;day;,none,none;,none;,digital,no;,0,apple
175,14/03/2021 22:00,4,https://www.facer.io/watchface/WtM42AiuXh?watchModel=galaxyactive2,CW4U SPORT,,yes,flat,logo;container;divider;,1,heart rate;,time;date;temperature;weather;weather forecast;watch battery;phone battery;steps;distance;calories;heart rate;moon;,text;text;icon+text;chart+text;chart+text;text;text;text;icon+text;chart+text;,temperature=text;weather=text;weather forecast=icon+text;watch battery=chart+text;phone battery=chart+text;steps=text;distance=text;calories=text;heart rate=icon+text;moon=chart+text;,none;,hybrid,yes;,10,android
176,14/03/2021 22:00,5,https://www.facer.io/watchface/p44kv1sxVX?watchModel=galaxywatch3,HIGH F02 - Black Ops Series,,yes,skeuomorphism,container;,1,no;,time;date;day;watch battery;steps;heart rate;moon;distance;,icon+text;chart+text;chart+text;chart;text;,watch battery=icon+text;steps=chart+text;heart rate=chart+text;moon=chart;distance=text;,none;,hybrid,yes;,5,android
177,14/03/2021 22:00,9,https://www.facer.io/watchface/i2oFeM9YuH?watchModel=galaxyactive2,RZ238 PRO,,yes,flat,logo;divider;container;,2,decoration;,time;date;day;temperature;location;weather;watch battery;steps;distance;heart rate;,text;text;icon;chart+icon+text;text;text;text;,temperature=text;location=text;weather=icon;watch battery=chart+icon+text;steps=text;distance=text;heart rate=text;,weather;,digital,yes;,7,android
178,14/03/2021 22:00,14,https://www.facer.io/watchface/5nk7zVRPaW?watchModel=galaxywatch3,HIGH F05 - Eco Series,,yes,flat,logo;background;container;divider;,1,heart rate;,time;date;day;heart rate;steps;distance;location;moon;altitude;weather;temperature;,icon+text;text;text;text;chart;text;icon;text;,heart rate =icon+text;steps=text;distance=text;location=text;moon=chart;altitude=text;weather=icon;temperature=text;,weather;,digital,yes;,8,android
179,14/03/2021 22:00,15,https://www.facer.io/watchface/Jto2KaNYfz?watchModel=michaelkorsaccessgrayson,B# - Starlight Hybrid,,yes,skeuomorphism,logo;background;screen border;container;,1,no;,time;date;watch battery;,chart;,watch battery=chart;,none;,analog,yes;,1,android
180,14/03/2021 22:00,18,https://www.facer.io/watchface/yJ2CK7eet2?watchModel=galaxyactive2,FASTER | 205,,yes,semi-flat,logo;background;screen border;container;divider;,1,no;,time;date;day;watch battery;steps;heart rate;,icon+text;icon+text;icon+text;,watch battery=icon+text;steps=icon+text;heart rate=icon+text;,none;,digital,yes;,3,android
181,14/03/2021 22:00,24,https://www.facer.io/watchface/pRI0Sgwhcj?watchModel=armaniconnected,GRR | AEON - X501,,yes,skeuomorphism,logo;background;screen border;container;,3,no;,time;date;day;heart rate;distance;steps;calories;watch battery;,icon+text;icon+text;text;text;icon+text;,heart rate=icon+text;distance=icon+text;steps=text;calories=text;watch battery=icon+text;,none;,digital,yes;,5,android
182,14/03/2021 22:00,28,https://www.facer.io/watchface/Kn1kdSfTbw?watchModel=montblancsummit2blackcaseblacksport,HaDe Sportsman X v2 ,,yes,semi-flat,logo;background;container;,3,no;,time;watch battery;date;day;heart rate;steps;weather;wind direction;moon;sun;,chart+icon+text;icon+text;chart+icon;icon;icon+text;icon+text;chart;,watch battery=chart+icon+text;heart rate=icon+text;steps=chart+icon;weather=icon;wind direction=icon+text;moon=chart;sun=chart;,weather;,analog,yes;,7,android
183,14/03/2021 22:00,38,https://www.facer.io/watchface/PoiMmd0w29?watchModel=fossilqexplorist,LAZ | Chronos Mono,,yes,semi-flat,logo;container;,1,no;,time;date;day;weather;temperature;wind speed;wind direction;watch battery;steps;heart rate;distance;calories;sun;moon;,icon;text;text;icon;text;text;icon+text;icon+text;icon+text;text;chart;,weather=icon;temperature=text;wind speed=text;wind direction=icon;watch battery=text;steps=text;heart rate=icon+text;distance=icon+text;calories=icon+text;sun=text;moon=chart;,weather;wind direction;,hybrid,yes;,11,android
184,14/03/2021 22:00,46,https://www.facer.io/watchface/VWpFNTGFiO?watchModel=galaxyactive2,CW4U-2021,,yes,flat,logo;container;,1,steps;heart rate;watch battery;decoration;,time;date;day;distance;calories;steps;moon;sun;heart rate;watch battery;phone battery;,text;text;icon+text;chart;icon+text;icon+text;chart+text;chart+text;,distance=text;calories=text;steps=icon+text;moon=chart;sun=icon+text;heart rate=icon+text;watch battery=chart+text;phone battery=chart+text;,none;,hybrid,yes;,8,android
185,14/03/2021 22:00,48,https://www.facer.io/watchface/omXqXE99EH?watchModel=dieselonfullguard,LAZ | Sport Chronograph Mono,,yes,flat,logo;container;,0,no;,time;date;day;sun;weather;calories;distance;temperature;steps;heart rate;moon;watch battery;,text;icon+text;icon+text;icon+text;text;text;icon+text;chart;icon+text;,sun=text;weather=icon+text;calories=icon+text;distance=icon+text;temperature=text;steps=text;heart rate=icon+text;moon=chart;watch battery=icon+text;,none;,digital,yes;,9,android
186,14/03/2021 22:00,51,https://www.facer.io/watchface/JjG0E4iQeA?watchModel=galaxywatch3,ZK_TR104,,yes,skeuomorphism,logo;background;container;,1,no;,time;date;day;sun;moon;location;watch battery;phone battery;,icon+text;chart;text;chart+text;chart+text;,sun=icon+text;moon=chart;location=text;watch battery=chart+text;phone battery=chart+text;,none;,hybrid,yes;,5,android
187,14/03/2021 22:00,54,https://www.facer.io/watchface/LGMRpku7MB?watchModel=galaxywatch3,ZK_TR105,,yes,skeuomorphism,logo;background;container;,2,no;,time;date;day;watch battery;stopwatch;,chart+text;,watch battery=chart+text;,none;,hybrid,yes;,1,android
188,14/03/2021 22:00,67,https://www.facer.io/watchface/N3ZQTG8bkn?watchModel=montblancsummit2blackcaseblacksport,HaDe Sportsman IX,,yes,semi-flat,logo;background;container;,3,no;,time;date;heart rate;steps;watch battery;weather;moon;wind direction;location;,chart+icon+text;icon+text;chart+icon;icon;icon+text;chart;text;,watch battery=chart+icon+text;heart rate=icon+text;steps=chart+icon;weather=icon;wind direction=icon+text;moon=chart;location=text;,weather;,hybrid,yes;,7,android
189,14/03/2021 22:00,73,https://www.facer.io/watchface/iu5nOKvgFe?watchModel=montblancsummit2steelcasebluecanvas,LAZ | Saturn Dual Time Chrono,,yes,semi-flat,logo;background;container;,2,no;,time;date;day;calories;heart rate;distance;steps;sun;weather;temperature;time zone;moon;watch battery;,icon+text;text;icon+text;chart+icon+text;text;text;text;text;chart;chart+icon+text;,calories=icon+text;heart rate=text;distance=icon+text;steps=chart+icon+text;sun=text;weather=text;temperature=text;time zone=text;moon=chart;watch battery=chart+icon+text;,none;,hybrid,yes;,10,android
190,14/03/2021 22:00,82,https://www.facer.io/watchface/z7mX310gSr?watchModel=galaxyactive2,Fitness Flowers 06,,yes,skeuomorphism,logo;background;container;divider;design;,3,no;,time;date;day;watch battery;temperature;weather;steps;distance;heart rate;calories;,chart+text;text;text;icon+text;text;icon+text;chart+text;,watch battery=chart+text;temperature=text;weather=text;steps=icon+text;distance=text;heart rate=icon+text;calories=chart+text;,none;,digital,yes;,7,android
191,14/03/2021 22:00,85,https://www.facer.io/watchface/PSxEjA8esW?watchModel=galaxyactive2,Fitness Flowers 04,,yes,skeuomorphism,background;container;design;,2,no;,time;date;day;weather;temperature;heart rate;steps;calories;distance;,text;text;icon+text;icon+text;text;chart+icon+text;,weather=text;temperature=text;heart rate=icon+text;steps=icon+text;calories=text;distance=chart+icon+text;,none;,digital,yes;,6,android
192,14/03/2021 22:00,86,https://www.facer.io/watchface/viHyB21Lgo?watchModel=fossilqexplorist,B# - Come Fly With Me,,yes,skeuomorphism,logo;background;container;,2,no;,time;date;distance;steps;heart rate;weather;temperature;,text;text;icon+text;icon;text;,distance=text;steps=text;heart rate=icon+text;weather=icon;temperature=text;,weather;,hybrid,yes;,5,android
193,14/03/2021 22:00,91,https://www.facer.io/watchface/gGiMLalZYf?watchModel=galaxywatch3,CFW Digital A02,,yes,skeuomorphism,logo;background;container;,3,heart rate;,time;date;day;steps;heart rate;distance;sun;watch battery;location;weather;temperature;altitude;wind speed;wind direction;air pressure;weather forecast;moon;compass;humidity;,icon+text;icon+text;icon+text;icon+text;chart;text;icon;text;text;text;text;text;text;chart;chart+text;chart+icon;,steps=icon+text;heart rate=icon+text;distance=icon+text;sun=icon+text;watch battery=chart;location=text;weather=icon;temperature=text;altitude=text;wind speed=text;wind direction=text;air pressure=text;weather forecast=text;moon=chart;compass=chart+text;humidity=chart+icon;,weather;,digital,yes;,16,android
194,14/03/2021 22:00,98,https://www.facer.io/watchface/uEJPCiBfA5?watchModel=galaxywatch,HaDe PRO XA5500 Aviator,,yes,semi-flat,screen border;container;,3,no;,time;date;day;wind speed;heart rate;moon;watch battery;steps;sun;,text;chart+icon+text;chart;chart+icon;chart+icon;chart+text;,wind speed=text;heart rate=chart+icon+text;moon=chart;watch battery=chart+icon;steps=chart+icon;sun=chart+text;,none;,analog,yes;,6,android
195,21/03/2021 22:00,4,https://www.facer.io/watchface/voxFdxl63M?watchModel=suunto7,RZ240,,yes,flat,logo;divider;,1,heart rate;,time;date;day;temperature;watch battery;distance;steps;heart rate;,text;icon+text;chart+text;text;icon+text;,temperature=text;watch battery=icon+text;distance=chart+text;steps=text;heart rate=icon+text;,none;,digital,yes;,5,android
196,21/03/2021 22:00,12,https://www.facer.io/watchface/E9GL30ZMCD?watchModel=galaxywatch3,HaDe PRO Sport 390,,yes,semi-flat,logo;container;,2,no;,time;date;day;heart rate;weather;steps;distance;watch battery;phone battery;moon;sun;,chart+icon+text;icon;icon+text;icon+text;chart+icon+text;chart+icon+text;chart;icon+text;,heart rate=chart+icon+text;weather=icon;steps=icon+text;distance=icon+text;watch battery=chart+icon+text;phone battery=chart+icon+text;moon=chart;sun=icon+text;,weather;,hybrid,yes;,8,android
197,21/03/2021 22:00,28,https://www.facer.io/watchface/L2B0H2R5ZE?watchModel=galaxywatch3,New MONSTER IV,,yes,skeuomorphism,background;screen border;container;,3,no;,time;date;day;heart rate;distance;steps;calories;moon;watch battery;,chart+icon+text;text;chart+icon+text;icon+text;chart;chart+icon+text;,heart rate=chart+icon+text;distance=text;steps=chart+icon+text;calories=icon+text;moon=chart;watch battery=chart+icon+text;,none;,hybrid,yes;,6,android
198,21/03/2021 22:00,46,https://www.facer.io/watchface/MvuJfCXVx1?watchModel=galaxywatch3,B# - Speak Low ,,yes,skeuomorphism,logo;screen border;container;,2,no;,time;date;day;watch battery;,chart;,watch battery=chart;,none;,analog,yes;,1,android
199,21/03/2021 22:00,70,https://www.facer.io/watchface/1P97tqWqrC?watchModel=fossilqexplorist,LAZ | Chronos Mono MKII,,yes,flat,logo;container;,1,no;,time;date;day;watch battery;steps;moon;sun;temperature;distance;calories;heart rate;weather;,chart+text;chart+text;chart;text;text;icon+text;icon+text;icon+text;icon;,watch battery=chart+text;steps=chart+text;moon=chart;sun=text;temperature=text;distance=icon+text;calories=icon+text;heart rate=icon+text;weather=icon;,weather;,digital,yes;,9,android
200,21/03/2021 22:00,73,https://www.facer.io/watchface/R5B5lFCNvf?watchModel=fossilqventure,Geometric Stats,,yes,flat,background;container;,5,no;,time;date;day;watch battery;temperature;heart rate;steps;distance;calories;,text;text;icon+text;icon+text;icon+text;icon+text;,watch battery=text;temperature=text;heart rate=icon+text;steps=icon+text;distance=icon+text;calories=icon+text;,none;,digital,yes;,6,android
201,21/03/2021 22:00,97,https://www.facer.io/watchface/XzIEjw7gms?watchModel=fossilqexplorist,LAZ | Chronos Digital ,,yes,semi-flat,logo;container;,2,no;,time;date;day;temperature;weather;watch battery;steps;sun;heart rate;,text;text;chart+text;chart+text;chart+text;icon+text;,temperature=text;weather=text;watch battery=chart+text;steps=chart+text;sun=chart+text;heart rate=icon+text;,none;,hybrid,yes;,6,android
202,28/03/2021 22:01,7,https://www.facer.io/watchface/oDSvkoidOv?watchModel=armaniconnected,REPARTO CORSE,,yes,skeuomorphism,logo;background;screen border;container;design;,3,no;,time;steps;watch battery;,chart+text;chart+text;,steps=chart+text;watch battery=chart+text;,none;,analog,yes;,2,android
203,28/03/2021 22:01,24,https://www.facer.io/watchface/CMU0bzaOCp?watchModel=galaxyactive2,B Sharp - Hybrid 5,,yes,skeuomorphism,logo;background;container;,2,heart rate;,time;date;weather;temperature;watch battery;heart rate;distance;steps;,text;text;icon+text;text;icon+text;,temperature=text;watch battery=text;heart rate=icon+text;distance=text;steps=icon+text;,none;,analog,yes;,5,android
204,28/03/2021 22:01,55,https://www.facer.io/watchface/budEYMcFDe?watchModel=galaxyactive2,CW4U-2021 RACE,,yes,flat,logo;container;,1,heart rate;,time;date;day;heart rate;steps;watch battery;phone battery;distance;,text;text;chart+text;chart+text;text;,heart rate=text;steps=text;watch battery=chart+text;phone battery=chart+text;distance=text;,none;,analog,yes;,5,android
205,28/03/2021 22:01,94,https://www.facer.io/watchface/z9QlRgj2jJ?watchModel=gears3,DC Sport,,yes,flat,container;,2,no;,time;date;day;temperature;weather;steps;distance;watch battery;,text;icon;text;text;text;,temperature=text;weather=icon;steps=text;distance=text;watch battery=text;,weather;,digital,yes;,5,android
206,28/03/2021 22:01,99,https://www.facer.io/watchface/14BEeekBFg?watchModel=armaniconnected,T DESIGN | Trans,,yes,skeuomorphism,logo;screen border;container;,1,no;,time;date;,none,none;,none;,analog,yes;,0,android
207,04/04/2021 22:00,1,https://www.facer.io/watchface/0Hqri7Iots?watchModel=galaxywatch42,HaDe XA 372.6,,yes,skeuomorphism,container;design;,1,no;,time;date;day;watch battery;steps;location;moon;weather;,chart+icon;chart+icon+text;text;chart;icon;,watch battery=chart+icon;steps=chart+icon+text;location=text;moon=chart;weather=icon;,weather;,hybrid,yes;,5,android
208,04/04/2021 22:00,10,https://www.facer.io/watchface/q2TOrArwSQ?watchModel=galaxywatch,HaDe PRO XA5800,,yes,skeuomorphism,container;design;,1,no;,time;date;day;steps;heart rate;weather;watch battery;moon;wind speed;temperature;,chart+icon+text;chart+text;icon;chart;chart;text;text;,steps=chart+icon+text;heart rate=chart+text;weather=icon;watch battery=chart;moon=chart;wind speed=text;temperature=text;,weather;,hybrid,yes;,7,android
209,04/04/2021 22:00,19,https://www.facer.io/watchface/aMVlkJPQ0V?watchModel=ticwatchs2midnight,ICONIC | 2021,,yes,skeuomorphism,logo;screen border;container;,1,no;,time;date;day;temperature;steps;watch battery;weather;,text;icon+text;chart;icon;,temperature=text;steps=icon+text;watch battery=chart;weather=icon;,weather;,analog,yes;,4,android
210,04/04/2021 22:00,24,https://www.facer.io/watchface/pJe9ocLCiz?watchModel=galaxyactive2,Vibrant Information,,yes,skeuomorphism,logo;background;container;,3,no;,time;date;day;temperature;weather;wifi;watch battery;phone battery;steps;distance;calories;heart rate;,text;text;chart+text;icon+text;icon+text;chart+icon+text;icon+text;icon+text;icon+text;,temperature=text;weather=text;wifi=chart+text;watch battery=icon+text;phone battery=icon+text;steps=chart+icon+text;distance=icon+text;calories=icon+text;heart rate=icon+text;,none;,digital,yes;,9,android
211,04/04/2021 22:00,34,https://www.facer.io/watchface/x8nRPmQyNa?watchModel=galaxywatch3,B Sharp - Intuit,,yes,skeuomorphism,logo;background;container;design;,1,no;,time;day;watch battery;moon;,chart;icon;,watch battery=chart;moon=icon;,moon;,analog,yes;,2,android
212,04/04/2021 22:00,35,https://www.facer.io/watchface/VNv2Dnr1Z5?watchModel=galaxywatch,HaDe PRO XA5900,,yes,skeuomorphism,container;design;,1,no;,time;date;day;steps;watch battery;moon;weather;heart rate;,chart+icon+text;chart+icon+text;chart;icon;chart+text;,steps=chart+icon+text;watch battery=chart+icon+text;moon=chart;weather=icon;heart rate=chart+text;,moon;,hybrid,yes;,5,android
213,04/04/2021 22:00,41,https://www.facer.io/watchface/iQCCmXCmQp?watchModel=moto3602w,Ear Comes Easter,,yes,skeuomorphism,background;design;,4,no;,time;date;day;temperature;weather;steps;watch battery;heart rate;,text;icon;text;icon+text;text;,temperature=text;weather=icon;steps=text;watch battery=icon+text;heart rate=text;,weather;,digital,yes;,5,android
214,04/04/2021 22:00,45,https://www.facer.io/watchface/mvsWXexrFa?watchModel=galaxyactive2,Green Machine,,yes,semi-flat,logo;background;container;,3,heart rate;,time;date;day;watch battery;phone battery;steps;calories;distance;heart rate;temperature;weather;,icon+text;icon+text;chart+icon+text;icon+text;text;text;text;text;,watch battery=icon+text;phone battery=icon+text;steps=chart+icon+text;calories=icon+text;distance=text;heart rate=text;temperature=text;weather=text;,none;,hybrid,yes;,8,android
215,04/04/2021 22:00,49,https://www.facer.io/watchface/BwYSTki30A?watchModel=armaniconnected,NR-7952 ADVENTURER PRO,,yes,skeuomorphism,logo;background;container;design;,1,no;,time;date;compass;steps;watch battery;horizon;,icon+text;chart+text;chart+text;icon+text;,compass=icon+text;steps=chart+text;watch battery=chart+text;horizon=icon+text;,none;,analog,yes;,4,android
216,04/04/2021 22:00,75,https://www.facer.io/watchface/63FNAGnEO3?watchModel=galaxywatch3,ZK_TR107,,yes,skeuomorphism,logo;screen border;container;design;,2,no;,time;watch battery;,icon+text;,watch battery=icon+text;,none;,hybrid,yes;,1,android
217,14/03/2021 22:00,1,https://www.facer.io/watchface/0zJDxtumzW?watchModel=fossilgen5e,Watch Dogs: Legion - ctOS,,yes,flat,logo;background;screen border;container;,1,decoration;,time;date;day;watch battery;weather;steps;heart rate;temperature;location;,chart+text;icon+text;chart+text;icon+text;text;text;,,none;,digital,no;,6,android
218,14/03/2021 22:00,2,https://www.facer.io/watchface/ZBFu4GFwyJ?watchModel=armaniconnected,Ghost X5,,yes,skeuomorphism,logo;screen border;container;,1,decoration;,time;date;day;watch battery;weather;steps;heart rate;temperature;location;,chart+text;icon+text;text;icon+text;text;text;,watch battery=chart+text;weather=icon+text;steps=text;heart rate=icon+text;temperature=text;location=text;,none;,hybrid,no;,6,android
219,14/03/2021 22:00,3,https://www.facer.io/watchface/Ya6BNAMwFm?watchModel=armaniconnected,S.O.E. Roadster Wimille,,yes,skeuomorphism,logo;background;container;,2,no;,time;date;stopwatch;,none,none;,none;,analog,no;,0,android
220,14/03/2021 22:00,6,https://www.facer.io/watchface/F92Bsd3BOa?watchModel=galaxywatch3,CFW Digital AW01,,yes,skeuomorphism,logo;screen border;container;,3,heart rate;weather;,time;date;day;watch battery;wind speed;wind direction;moon;weather;temperature;humidity;heart rate;steps;,text;icon+text;icon;chart;icon;text;chart+icon;icon+text;chart+icon+text;,watch battery=text;wind speed=icon+text;wind direction=icon;moon=chart;weather=icon;temperature=text;humidity=chart+icon;heart rate=icon+text;steps=chart+icon+text;,wind direction;weather;,digital,no;,9,android
221,14/03/2021 22:00,8,https://www.facer.io/watchface/Ff96PF0bdp?watchModel=gears3,GAUSS-Apache,,yes,skeuomorphism,logo;container;,4,no;,time;date;day;watch battery;steps;heart rate;compass;horizon;,icon+text;text;icon+text;icon+text;icon;,watch battery=icon+text;steps=text;heart rate=icon+text;compass=icon+text;horizon/altiitude indicator=icon;,horizon;,analog,no;,5,android
222,14/03/2021 22:00,10,https://www.facer.io/watchface/LEvjrgjELU?watchModel=moto3602,HUD CRISTAL +,,yes,semi-flat,container;,2,no;,time;date;day;location;temperature;heart rate;steps;distance;watch battery;phone battery;,text;text;icon+text;chart+text;chart+text;chart+text;chart+text;,location=text;temperature=text;heart rate=icon+text;steps=chart+text;distance=chart+text;watch battery=chart+text;phone battery=chart+text;,none;,digital,no;,7,android
223,14/03/2021 22:00,11,https://www.facer.io/watchface/DKeHGJ5nmK?watchModel=galaxyactive2,RZ237,,yes,flat,logo;divider;,1,no;,time;date;day;watch battery;weather;steps;heart rate;moon;temperature;distance;,icon+text;icon;icon+text;text;chart;text;text;,watch battery=icon+text;weather=icon;steps=icon+text;heart rate=text;moon=chart;temperature=text;distance=text;,weather;,digital,no;,7,android
224,14/03/2021 22:00,12,https://www.facer.io/watchface/lLVdsMSy0R?watchModel=armaniconnected,SPLITTER,,yes,skeuomorphism,logo;background;container;,2,heart rate;watch battery;decoration;,time;date;day;watch battery;weather;steps;heart rate;temperature;,icon+text;icon;icon+text;icon+text;text;,watch battery=icon+text;weather=icon;steps=icon+text;heart rate=icon+text;temperature=text;,weather;,hybrid,no;,5,android
225,14/03/2021 22:00,16,https://www.facer.io/watchface/k5nYQuC6Jo?watchModel=armaniconnected,VOLTRON,,yes,skeuomorphism,background;container;,2,decoration;,time;date;day;watch battery;temperature;,icon+text;text;,watch battery=icon+text;temperature=text;,none;,hybrid,no;,2,android
226,14/03/2021 22:00,17,https://www.facer.io/watchface/p3E4Cvt8bl?watchModel=armaniconnected,TRUPAL,,yes,skeuomorphism,background;container;,2,decoration;,time;date;day;watch battery;weather;temperature;,text;icon;text;,watch battery=text;weather=icon;temperature=text;,weather;,digital,no;,3,android
227,14/03/2021 22:00,19,https://www.facer.io/watchface/c6FdWSJm7f?watchModel=skagenfalster2,Straton Syncro Watch,,yes,skeuomorphism,logo;background;container;,1,no;,time;date;,none,none;,none;,analog,no;,0,android
228,14/03/2021 22:00,20,https://www.facer.io/watchface/CJFv1jhCY6?watchModel=armaniconnected,GROOVY TIME,,yes,skeuomorphism,design;,4,heart rate;,time;date;day;heart rate;watch battery;,icon+text;text;,heart rate=icon+text;watch battery=text;,none;,digital,no;,2,android
229,14/03/2021 22:00,21,https://www.facer.io/watchface/aM1GRqzYLD?watchModel=montblancsummit2,Travel by Orakix,,yes,skeuomorphism,container;,1,decoration;,time;time zone;sun;watch battery;steps;phone battery;heart rate;distance;date;day;moon;weather;temperature;humidity;location;,text;icon+text;icon+text;icon+text;icon+text;icon+text;icon+text;chart;icon;text;icon+text;text;,time zone=text;sun=icon+text;watch battery=icon+text;steps=icon+text;phone battery=icon+text;heart rate=icon+text;distance=icon+text;moon=chart;weather=icon;temperature=text;humidity=icon+text;location=text;,weather;,hybrid,no;,12,android
230,14/03/2021 22:00,22,https://www.facer.io/watchface/5jzb8hsNaN?watchModel=armaniconnected,WENTA,,yes,semi-flat,container;,1,no;,time;date;day;temperature;watch battery;weather;,text;text;icon;,temperature=text;watch battery=text;weather=icon;,weather;,digital,no;,3,android
231,14/03/2021 22:00,23,https://www.facer.io/watchface/g3a09ktHUe?watchModel=fossilqmarshal,Watch Dogs: Legion Characters,,yes,flat,logo;background;,3,no;,time;watch battery;steps;location;,chart+text;chart+text;text;,watch battery=chart+text;steps=chart+text;location=text;,none;,digital,no;,3,android
232,14/03/2021 22:00,25,https://www.facer.io/watchface/QdVZVj9K4v?watchModel=urbanelte,Watch Dogs: Legion - Albion,,yes,skeuomorphism,logo;screen border;container;design;,1,no;,time;date;day;watch battery;,icon+text;,watch battery=icon+text;,none;,hybrid,no;,1,android
233,14/03/2021 22:00,26,https://www.facer.io/watchface/Muk8lHMg6q?watchModel=armaniconnected,Ghost X4,,yes,semi-flat,logo;screen border;container;,1,decoration;,time;date;day;watch battery;weather;temperature;steps;heart rate;altitude;wind speed;,chart+text;icon;text;text;text;text;text;,watch battery=chart+text;weather=icon;temperature=text;steps=text;heart rate=text;altitude=text;wind speed=text;,weather;,hybrid,no;,7,android
234,14/03/2021 22:00,27,https://www.facer.io/watchface/YKc5FYrCeY?watchModel=armaniconnected,Cyberpunk_Orbital,,yes,skeuomorphism,container;,4,decoration;,time;date;day;temperature;weather;watch battery;phone battery;,chart+text;icon;text;text;,temperature=chart+text;weather=icon;watch battery=text;phone battery=text;,weather;,digital,no;,4,android
235,14/03/2021 22:00,29,https://www.facer.io/watchface/eePspgbvSx?watchModel=moto3602,GAUGE 3.0 +,,yes,semi-flat,logo;background;container;,2,heart rate;,time;date;day;watch battery;phone battery;temperature;steps;heart rate;sun;,chart+text;chart+text;text;icon+text;icon+text;icon+text;,watch battery=chart+text;phone battery=chart+text;temperature=text;steps=icon+text;heart rate=icon+text;sun=icon+text;,none;,digital,no;,6,android
236,14/03/2021 22:00,30,https://www.facer.io/watchface/MaTxFKUU2I?watchModel=armaniconnected,BATWOLF Quark,,yes,skeuomorphism,logo;background;screen border;container;,1,no;,time;date;day;watch battery;weather;steps;moon;temperature;,chart+icon;icon;chart+icon;chart;text;,watch battery=chart+icon;weather=icon;steps=chart+icon;moon=chart;temperature=text;,weather;,hybrid,no;,5,android
